3828,"Westover ARB/Metropolitan Airport","Chicopee Falls","United States","CEF","KCEF",42.19400024,-72.53479767,241,-5,"A","America/New_York","airport","OurAirports"
3829,"Lubbock Preston Smith International Airport","Lubbock","United States","LBB","KLBB",33.66360092163086,-101.822998046875,3282,-6,"A","America/Chicago","airport","OurAirports"
3830,"Chicago O'Hare International Airport","Chicago","United States","ORD","KORD",41.97859955,-87.90480042,672,-6,"A","America/Chicago","airport","OurAirports"
3831,"Boca Raton Airport","Boca Raton","United States","BCT","KBCT",26.3784999847,-80.1076965332,13,-5,"A","America/New_York","airport","OurAirports"
3832,"Fairbanks International Airport","Fairbanks","United States","FAI","PAFA",64.81510162,-147.8560028,439,-9,"A","America/Anchorage","airport","OurAirports"
3833,"Quantico MCAF /Turner field","Quantico","United States","NYG","KNYG",38.50170135,-77.30529785,10,-5,"A","America/New_York","airport","OurAirports"
3834,"Cannon Air Force Base","Clovis","United States","CVS","KCVS",34.3828010559,-103.321998596,4295,-7,"A","America/Denver","airport","OurAirports"
3835,"Kaneohe Bay MCAS (Marion E. Carl Field) Airport","Kaneohe Bay","United States","NGF","PHNG",21.4505004883,-157.768005371,24,-10,"A","Pacific/Honolulu","airport","OurAirports"
3836,"Offutt Air Force Base","Omaha","United States","OFF","KOFF",41.118301391602,-95.912498474121,1052,-6,"A","America/Chicago","airport","OurAirports"
3837,"Gulkana Airport","Gulkana","United States","GKN","PAGK",62.1548996,-145.4570007,1586,-9,"A","America/Anchorage","airport","OurAirports"
3838,"Watertown International Airport","Watertown","United States","ART","KART",43.99190139770508,-76.02169799804688,325,-5,"A","America/New_York","airport","OurAirports"
3839,"Palm Springs International Airport","Palm Springs","United States","PSP","KPSP",33.8297004699707,-116.50700378417969,477,-8,"A","America/Los_Angeles","airport","OurAirports"
3840,"Rick Husband Amarillo International Airport","Amarillo","United States","AMA","KAMA",35.219398498535156,-101.70600128173828,3607,-6,"A","America/Chicago","airport","OurAirports"
3841,"Fort Dodge Regional Airport","Fort Dodge","United States","FOD","KFOD",42.55149841,-94.19259644,1156,-6,"A","America/Chicago","airport","OurAirports"
3842,"Barksdale Air Force Base","Shreveport","United States","BAD","KBAD",32.5018005371,-93.6626968384,166,-6,"A","America/Chicago","airport","OurAirports"
3843,"Topeka Regional Airport - Forbes Field","Topeka","United States","FOE","KFOE",38.950901031499995,-95.66359710690001,1078,-6,"A","America/Chicago","airport","OurAirports"
3844,"Cotulla-La Salle County Airport","Cotulla","United States","COT","KCOT",28.45669937,-99.22029877,474,-6,"A","America/Chicago","airport","OurAirports"
3845,"Wilmington International Airport","Wilmington","United States","ILM","KILM",34.270599365234375,-77.90260314941406,32,-5,"A","America/New_York","airport","OurAirports"
3846,"Baton Rouge Metropolitan, Ryan Field","Baton Rouge","United States","BTR","KBTR",30.53319931,-91.14959717,70,-6,"A","America/Chicago","airport","OurAirports"
3848,"Tyler Pounds Regional Airport","Tyler","United States","TYR","KTYR",32.35409927368164,-95.40239715576172,544,-6,"A","America/Chicago","airport","OurAirports"
3849,"Baltimore/Washington International Thurgood Marshall Airport","Baltimore","United States","BWI","KBWI",39.17539978,-76.66829681,146,-5,"A","America/New_York","airport","OurAirports"
3850,"Hobart Regional Airport","Hobart","United States","HBR","KHBR",34.991317,-99.051313,1563,-6,"A","America/Chicago","airport","OurAirports"
3851,"Lanai Airport","Lanai","United States","LNY","PHNY",20.785600662231445,-156.9510040283203,1308,-10,"N","Pacific/Honolulu","airport","OurAirports"
3852,"Alexandria International Airport","Alexandria","United States","AEX","KAEX",31.32740020751953,-92.54979705810547,89,-6,"A","America/Chicago","airport","OurAirports"
3853,"Condron Army Air Field","White Sands","United States","WSD","KWSD",32.34149933,-106.4029999,3934,-7,"A","America/Denver","airport","OurAirports"
3854,"Cold Bay Airport","Cold Bay","United States","CDB","PACD",55.20610046386719,-162.72500610351562,96,-9,"A","America/Anchorage","airport","OurAirports"
3855,"Tulsa International Airport","Tulsa","United States","TUL","KTUL",36.19839859008789,-95.88809967041016,677,-6,"A","America/Chicago","airport","OurAirports"
3856,"Sitka Rocky Gutierrez Airport","Sitka","United States","SIT","PASI",57.04710006713867,-135.36199951171875,21,-9,"A","America/Anchorage","airport","OurAirports"
3857,"Long Island Mac Arthur Airport","Islip","United States","ISP","KISP",40.79520035,-73.10019684,99,-5,"A","America/New_York","airport","OurAirports"
3858,"Minneapolis-St Paul International/Wold-Chamberlain Airport","Minneapolis","United States","MSP","KMSP",44.881999969499994,-93.22180175780001,841,-6,"A","America/Chicago","airport","OurAirports"
3859,"New Castle Airport","Wilmington","United States","ILG","KILG",39.67869949,-75.60649872,80,-5,"A","America/New_York","airport","OurAirports"
3860,"Unalaska Airport","Unalaska","United States","DUT","PADU",53.900100708,-166.544006348,22,-9,"A","America/Anchorage","airport","OurAirports"
3861,"Louis Armstrong New Orleans International Airport","New Orleans","United States","MSY","KMSY",29.99340057373047,-90.25800323486328,4,-6,"A","America/Chicago","airport","OurAirports"
3862,"Portland International Jetport Airport","Portland","United States","PWM","KPWM",43.64619827,-70.30930328,76,-5,"A","America/New_York","airport","OurAirports"
3863,"Will Rogers World Airport","Oklahoma City","United States","OKC","KOKC",35.39310073852539,-97.60070037841797,1295,-6,"A","America/Chicago","airport","OurAirports"
3864,"Albany International Airport","Albany","United States","ALB","KALB",42.74829864501953,-73.80169677734375,285,-5,"A","America/New_York","airport","OurAirports"
3865,"Valdez Pioneer Field","Valdez","United States","VDZ","PAVD",61.13389969,-146.2480011,121,-9,"A","America/Anchorage","airport","OurAirports"
3866,"Langley Air Force Base","Hampton","United States","LFI","KLFI",37.082901001,-76.360496521,11,-5,"A","America/New_York","airport","OurAirports"
3867,"John Wayne Airport-Orange County Airport","Santa Ana","United States","SNA","KSNA",33.67570114,-117.8679962,56,-8,"A","America/Los_Angeles","airport","OurAirports"
3868,"Columbus Air Force Base","Colombus","United States","CBM","KCBM",33.6437988281,-88.44380187990001,219,-6,"A","America/Chicago","airport","OurAirports"
3869,"Kendall-Tamiami Executive Airport","Kendall-tamiami","United States","TMB","KTMB",25.6478996277,-80.432800293,8,-5,"A","America/New_York","airport","OurAirports"
3870,"Oceana NAS","Oceana","United States","NTU","KNTU",36.8207016,-76.03350067,23,-5,"A","America/New_York","airport","OurAirports"
3871,"Grissom Air Reserve Base","Peru","United States","GUS","KGUS",40.648101806599996,-86.1520996094,812,-5,"A","America/New_York","airport","OurAirports"
3872,"Casper-Natrona County International Airport","Casper","United States","CPR","KCPR",42.90800095,-106.4639969,5350,-7,"A","America/Denver","airport","OurAirports"
3873,"Destin-Ft Walton Beach Airport","Valparaiso","United States","VPS","KVPS",30.4832,-86.525398,87,-6,"A","America/Chicago","airport","OurAirports"
3874,"Craig Field","Selma","United States","SEM","KSEM",32.343898773193,-86.987800598145,166,-6,"A","America/Chicago","airport","OurAirports"
3875,"Key West International Airport","Key West","United States","EYW","KEYW",24.556100845336914,-81.75959777832031,3,-5,"A","America/New_York","airport","OurAirports"
3876,"Charlotte Douglas International Airport","Charlotte","United States","CLT","KCLT",35.2140007019043,-80.94309997558594,748,-5,"A","America/New_York","airport","OurAirports"
3877,"McCarran International Airport","Las Vegas","United States","LAS","KLAS",36.08010101,-115.1520004,2181,-8,"A","America/Los_Angeles","airport","OurAirports"
3878,"Orlando International Airport","Orlando","United States","MCO","KMCO",28.429399490356445,-81.30899810791016,96,-5,"A","America/New_York","airport","OurAirports"
3879,"Florence Regional Airport","Florence","United States","FLO","KFLO",34.18539810180664,-79.7238998413086,146,-5,"A","America/New_York","airport","OurAirports"
3880,"Great Falls International Airport","Great Falls","United States","GTF","KGTF",47.48199844,-111.3710022,3680,-7,"A","America/Denver","airport","OurAirports"
3881,"Youngstown Warren Regional Airport","Youngstown","United States","YNG","KYNG",41.26070023,-80.67910004,1192,-5,"A","America/New_York","airport","OurAirports"
3882,"Ladd AAF Airfield","Fort Wainwright","United States","FBK","PAFB",64.83750153,-147.6139984,454,-9,"A","America/Anchorage","airport","OurAirports"
3883,"Mc Minnville Municipal Airport","Mackminnville","United States","MMV","KMMV",45.19440079,-123.1360016,163,-8,"A","America/Los_Angeles","airport","OurAirports"
3884,"Robins Air Force Base","Macon","United States","WRB","KWRB",32.6400985718,-83.5919036865,294,-5,"A","America/New_York","airport","OurAirports"
3885,"Suvarnabhumi Airport","Bangkok","Thailand","BKK","VTBS",13.681099891662598,100.74700164794922,5,7,"U","Asia/Bangkok","airport","OurAirports"
3886,"Naha Airport","Naha","Indonesia","NAH","WAMH",3.6832098960876465,125.52799987792969,16,8,"N","Asia/Makassar","airport","OurAirports"
3887,"Andi Jemma Airport","Masamba","Indonesia",\N,"WAWM",-2.558039903640747,120.3239974975586,164,8,"N","Asia/Makassar","airport","OurAirports"
3888,"Soroako Airport","Soroako","Indonesia",\N,"WAWS",-2.5311999320983887,121.35800170898438,1388,8,"N","Asia/Makassar","airport","OurAirports"
3889,"Pongtiku Airport","Makale","Indonesia","TTR","WAWT",-3.0447399616241,119.82199859619,2884,8,"N","Asia/Makassar","airport","OurAirports"
3890,"Wolter Monginsidi Airport","Kendari","Indonesia","KDI","WAWW",-4.081610202789307,122.41799926757812,538,8,"N","Asia/Makassar","airport","OurAirports"
3891,"Maimun Saleh Airport","Sabang","Indonesia","SBG","WITB",5.87412977219,95.33969879150001,393,7,"N","Asia/Jakarta","airport","OurAirports"
3892,"Cibeureum Airport","Tasikmalaya","Indonesia",\N,"WICM",-7.346600055690001,108.246002197,1148,7,"N","Asia/Jakarta","airport","OurAirports"
3893,"Iswahyudi Airport","Madiun","Indonesia",\N,"WARI",-7.615769863128662,111.43399810791016,361,7,"N","Asia/Jakarta","airport","OurAirports"
3894,"Abdul Rachman Saleh Airport","Malang","Indonesia","MLG","WARA",-7.926559925079999,112.714996338,1726,7,"N","Asia/Jakarta","airport","OurAirports"
3895,"Budiarto Airport","Tangerang","Indonesia",\N,"WICB",-6.293169975280001,106.569999695,151,7,"N","Asia/Jakarta","airport","OurAirports"
3896,"Husein Sastranegara International Airport","Bandung","Indonesia","BDO","WICC",-6.900629997253418,107.57599639892578,2436,7,"N","Asia/Jakarta","airport","OurAirports"
3897,"Penggung Airport","Cirebon","Indonesia","CBN","WICD",-6.756140232090001,108.540000916,89,7,"N","Asia/Jakarta","airport","OurAirports"
3898,"Adi Sutjipto International Airport","Yogyakarta","Indonesia","JOG","WARJ",-7.788179874420166,110.43199920654297,350,7,"N","Asia/Jakarta","airport","OurAirports"
3899,"Tunggul Wulung Airport","Cilacap","Indonesia","CXP","WIHL",-7.645060062410001,109.033996582,69,7,"N","Asia/Jakarta","airport","OurAirports"
3900,"Pondok Cabe Air Base","Jakarta","Indonesia","PCB","WIHP",-6.3369598388671875,106.76499938964844,200,7,"N","Asia/Jakarta","airport","OurAirports"
3901,"Achmad Yani Airport","Semarang","Indonesia","SRG","WARS",-6.97273,110.375,10,7,"N","Asia/Jakarta","airport","OurAirports"
3903,"Hang Nadim International Airport","Batam","Indonesia","BTH","WIDD",1.12102997303,104.119003296,126,7,"N","Asia/Jakarta","airport","OurAirports"
3904,"Buluh Tumbang (H A S Hanandjoeddin) Airport","Tanjung Pandan","Indonesia","TJQ","WIOD",-2.74571990967,107.754997253,164,7,"N","Asia/Jakarta","airport","OurAirports"
3905,"Pangkal Pinang (Depati Amir) Airport","Pangkal Pinang","Indonesia","PGK","WIPK",-2.16219997406,106.138999939,109,7,"N","Asia/Jakarta","airport","OurAirports"
3906,"Raja Haji Fisabilillah International Airport","Tanjung Pinang","Indonesia","TNJ","WIDN",0.922683000565,104.531997681,52,7,"N","Asia/Jakarta","airport","OurAirports"
3907,"Dabo Airport","Singkep","Indonesia","SIQ","WIDS",-0.47918900847435,104.5790023803711,95,7,"N","Asia/Jakarta","airport","OurAirports"
3908,"Syamsudin Noor Airport","Banjarmasin","Indonesia","BDJ","WAOO",-3.4423599243164062,114.76300048828125,66,8,"N","Asia/Makassar","airport","OurAirports"
3909,"Batu Licin Airport","Batu Licin","Indonesia",\N,"WAOC",-3.4124100208300003,115.995002747,3,8,"N","Asia/Makassar","airport","OurAirports"
3910,"Iskandar Airport","Pangkalan Bun","Indonesia","PKN","WAOI",-2.70519995689,111.672996521,75,7,"N","Asia/Jakarta","airport","OurAirports"
3911,"Tjilik Riwut Airport","Palangkaraya","Indonesia","PKY","WAOP",-2.22513008118,113.943000793,82,7,"N","Asia/Jakarta","airport","OurAirports"
3913,"Maumere(Wai Oti) Airport","Maumere","Indonesia","MOF","WATC",-8.64064979553,122.236999512,115,8,"N","Asia/Makassar","airport","OurAirports"
3914,"Ende (H Hasan Aroeboesman) Airport","Ende","Indonesia","ENE","WATE",-8.8492898941,121.661003113,49,8,"N","Asia/Makassar","airport","OurAirports"
3915,"Frans Sales Lega Airport","Ruteng","Indonesia","RTG","WATG",-8.5970096588135,120.47699737549,3510,8,"N","Asia/Makassar","airport","OurAirports"
3916,"El Tari Airport","Kupang","Indonesia","KOE","WATT",-10.171600341796875,123.6709976196289,335,8,"N","Asia/Makassar","airport","OurAirports"
3917,"Komodo (Mutiara II) Airport","Labuhan Bajo","Indonesia","LBJ","WATO",-8.48666000366211,119.88899993896484,66,8,"N","Asia/Makassar","airport","OurAirports"
3919,"Sultan Aji Muhamad Sulaiman Airport","Balikpapan","Indonesia","BPN","WALL",-1.26827001572,116.893997192,12,8,"N","Asia/Makassar","airport","OurAirports"
3920,"Juwata Airport","Taraken","Indonesia","TRK","WALR",3.326667,117.569444,23,8,"N","Asia/Makassar","airport","OurAirports"
3921,"Temindung Airport","Samarinda","Indonesia","SRI","WALS",-0.484530985355,117.156997681,33,8,"N","Asia/Makassar","airport","OurAirports"
3922,"Tanjung Santan Airport","Tanjung Santan","Indonesia",\N,"WALT",-0.0929730013013,117.45300293,121,8,"N","Asia/Makassar","airport","OurAirports"
3923,"Selaparang Airport","Mataram","Indonesia","AMI","WADA",-8.560709953309999,116.095001221,52,8,"N","Asia/Makassar","airport","OurAirports"
3924,"Muhammad Salahuddin Airport","Bima","Indonesia","BMU","WADB",-8.5396499633789,118.68699645996,3,8,"N","Asia/Makassar","airport","OurAirports"
3927,"Waingapu Airport","Waingapu","Indonesia","WGP","WADW",-9.669219970699999,120.302001953,33,8,"N","Asia/Makassar","airport","OurAirports"
3928,"Juanda International Airport","Surabaya","Indonesia","SUB","WARR",-7.3798298835754395,112.78700256347656,9,7,"N","Asia/Jakarta","airport","OurAirports"
3929,"Adi Sumarmo Wiryokusumo Airport","Solo City","Indonesia","SOC","WARQ",-7.516089916229248,110.75700378417969,421,7,"N","Asia/Jakarta","airport","OurAirports"
3930,"Incheon International Airport","Seoul","South Korea","ICN","RKSI",37.46910095214844,126.45099639892578,23,9,"U","Asia/Seoul","airport","OurAirports"
3931,"Chiang Mai International Airport","Chiang Mai","Thailand","CNX","VTCC",18.766799926799997,98.962600708,1036,7,"U","Asia/Bangkok","airport","OurAirports"
3932,"Chiang Rai International Airport","Chiang Rai","Thailand","CEI","VTCT",19.952299118,99.88289642330001,1280,7,"U","Asia/Bangkok","airport","OurAirports"
3933,"Nakhon Si Thammarat Airport","Nakhon Si Thammarat","Thailand","NST","VTSF",8.539620399475098,99.9447021484375,13,7,"U","Asia/Bangkok","airport","OurAirports"
3935,"Nakhon Ratchasima Airport","Nakhon Ratchasima","Thailand","NAK","VTUQ",14.94950008392334,102.31300354003906,765,7,"U","Asia/Bangkok","airport","OurAirports"
3936,"Nakhon Phanom Airport","Nakhon Phanom","Thailand","KOP","VTUW",17.383800506591797,104.64299774169922,587,7,"U","Asia/Bangkok","airport","OurAirports"
3937,"Ubon Ratchathani Airport","Ubon Ratchathani","Thailand","UBP","VTUU",15.2512998581,104.870002747,406,7,"U","Asia/Bangkok","airport","OurAirports"
3938,"Khon Kaen Airport","Khon Kaen","Thailand","KKC","VTUK",16.466600418099997,102.783996582,670,7,"U","Asia/Bangkok","airport","OurAirports"
3939,"Sukhothai Airport","Sukhothai","Thailand","THS","VTPO",17.238000869750977,99.81819915771484,179,7,"U","Asia/Bangkok","airport","OurAirports"
3940,"Ngurah Rai (Bali) International Airport","Denpasar","Indonesia","DPS","WADD",-8.7481698989868,115.16699981689,14,8,"N","Asia/Makassar","airport","OurAirports"
3941,"Eleftherios Venizelos International Airport","Athens","Greece","ATH","LGAV",37.9364013672,23.9444999695,308,2,"E","Europe/Athens","airport","OurAirports"
3942,"Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG",34.8583984375,136.80499267578125,15,9,"U","Asia/Tokyo","airport","OurAirports"
3943,"Kobe Airport","Kobe","Japan","UKB","RJBE",34.6328010559082,135.2239990234375,22,9,"U","Asia/Tokyo","airport","OurAirports"
3944,"Pullman Moscow Regional Airport","Pullman","United States","PUW","KPUW",46.7439,-117.110001,2556,-8,"A","America/Los_Angeles","airport","OurAirports"
3945,"Lewiston Nez Perce County Airport","Lewiston","United States","LWS","KLWS",46.3745002746582,-117.01499938964844,1442,-8,"A","America/Los_Angeles","airport","OurAirports"
3946,"Elmira Corning Regional Airport","Elmira","United States","ELM","KELM",42.1599006652832,-76.8916015625,954,-5,"A","America/New_York","airport","OurAirports"
3947,"Ithaca Tompkins Regional Airport","Ithaca","United States","ITH","KITH",42.49100112915039,-76.4583969116211,1099,-5,"A","America/New_York","airport","OurAirports"
3948,"Monterey Peninsula Airport","Monterey","United States","MRY","KMRY",36.58700180053711,-121.84300231933594,257,-8,"A","America/Los_Angeles","airport","OurAirports"
3949,"Santa Barbara Municipal Airport","Santa Barbara","United States","SBA","KSBA",34.42620087,-119.8399963,13,-8,"A","America/Los_Angeles","airport","OurAirports"
3950,"Daytona Beach International Airport","Daytona Beach","United States","DAB","KDAB",29.179899,-81.058098,34,-5,"A","America/New_York","airport","OurAirports"
3952,"Liepāja International Airport","Liepaja","Latvia","LPX","EVLA",56.51750183105469,21.096900939941406,16,2,"E","Europe/Riga","airport","OurAirports"
3953,"Riga International Airport","Riga","Latvia","RIX","EVRA",56.92359924316406,23.971099853515625,36,2,"E","Europe/Riga","airport","OurAirports"
3954,"Šiauliai International Airport","Siauliai","Lithuania","SQQ","EYSA",55.89390182495117,23.395000457763672,443,2,"E","Europe/Vilnius","airport","OurAirports"
3955,"Barysiai Airport","Barysiai","Lithuania","HLJ","EYSB",56.07059860229492,23.5580997467041,270,2,"E","Europe/Vilnius","airport","OurAirports"
3956,"Kaunas International Airport","Kaunas","Lithuania","KUN","EYKA",54.96390151977539,24.084800720214844,256,2,"E","Europe/Vilnius","airport","OurAirports"
3957,"S. Darius and S. Girėnas Airport","Kaunas","Lithuania",\N,"EYKS",54.8797988892,23.881500244099996,246,2,"E","Europe/Vilnius","airport","OurAirports"
3958,"Palanga International Airport","Palanga","Lithuania","PLQ","EYPA",55.973201751708984,21.093900680541992,33,2,"E","Europe/Vilnius","airport","OurAirports"
3959,"Vilnius International Airport","Vilnius","Lithuania","VNO","EYVI",54.63410186767578,25.28580093383789,646,2,"E","Europe/Vilnius","airport","OurAirports"
3960,"Panevėžys Air Base","Panevezys","Lithuania","PNV","EYPP",55.729400634765625,24.460800170898438,197,2,"E","Europe/Vilnius","airport","OurAirports"
3962,"Erebuni Airport","Yerevan","Armenia",\N,"UDYE",40.122100830099996,44.465000152600005,2948,4,"E","Asia/Yerevan","airport","OurAirports"
3963,"Stepanavan Airport","Stepanavan","Armenia",\N,"UDLS",41.048500061,44.337200164799995,4836,4,"E","Asia/Yerevan","airport","OurAirports"
3964,"Zvartnots International Airport","Yerevan","Armenia","EVN","UDYZ",40.1473007202,44.3959007263,2838,4,"E","Asia/Yerevan","airport","OurAirports"
3965,"Gyumri Shirak Airport","Gyumri","Armenia","LWN","UDSG",40.7504005432,43.859298706100006,5000,4,"E","Asia/Yerevan","airport","OurAirports"
3966,"Assab International Airport","Assab","Eritrea","ASA","HHSB",13.071800231933594,42.64500045776367,46,3,"U","Africa/Asmera","airport","OurAirports"
3967,"Asmara International Airport","Asmara","Eritrea","ASM","HHAS",15.291899681091309,38.910701751708984,7661,3,"U","Africa/Asmera","airport","OurAirports"
3968,"Massawa International Airport","Massawa","Eritrea","MSW","HHMS",15.670000076293945,39.37009811401367,194,3,"U","Africa/Asmera","airport","OurAirports"
3969,"Yasser Arafat International Airport","Gaza","Palestine","GZA","LVGZ",31.24640083313,34.276100158691,320,2,"U","Asia/Gaza","airport","OurAirports"
3971,"Batumi International Airport","Batumi","Georgia","BUS","UGSB",41.6102981567,41.5997009277,105,4,"N","Asia/Tbilisi","airport","OurAirports"
3972,"Kopitnari Airport","Kutaisi","Georgia","KUT","UGKO",42.176700592,42.4826011658,223,4,"N","Asia/Tbilisi","airport","OurAirports"
3973,"Tbilisi International Airport","Tbilisi","Georgia","TBS","UGTB",41.6692008972,44.95470047,1624,4,"N","Asia/Tbilisi","airport","OurAirports"
3974,"Mukalla International Airport","Mukalla","Yemen","RIY","OYRN",14.662599563598633,49.375,54,3,"U","Asia/Aden","airport","OurAirports"
